sale_price,lot_area,overall_qual,year_built,roof_style,mas_vnr_area,total_bsmt_sf,central_air,garage_area,misc_val
241000,8125,7,2006,Gable,100,1092,Y,438,0
264500,8125,8,2008,Hip,288,1836,Y,517,0
291000,10625,7,2006,Gable,0,1652,Y,711,0
263000,9375,7,2003,Gable,0,912,Y,615,0
185000,7500,7,2004,Gable,0,1221,Y,400,0
234500,8736,7,2003,Gable,0,1553,Y,588,0
209000,8127,7,2003,Gable,0,812,Y,628,0
159000,9605,7,2007,Gable,0,1218,Y,576,0
152000,7500,7,2006,Gable,0,1141,Y,484,0
143500,7500,6,2004,Gable,0,1158,Y,0,0
193000,10628,7,2004,Gable,0,835,Y,478,0
203000,10141,8,2004,Gable,264,1512,Y,845,0
159000,13072,7,2004,Gable,0,1114,Y,576,0
142000,13072,5,2004,Gable,0,1114,Y,0,0
153000,12450,5,2003,Gable,0,1114,Y,576,0
224243,7328,7,2008,Gable,140,1450,Y,788,0
220000,11492,7,1996,Gable,132,913,Y,559,0
257000,10994,8,2005,Gable,366,1844,Y,620,0
189000,8529,7,2001,Gable,0,1454,Y,527,0
171500,7703,6,1992,Gable,0,816,Y,528,0
120000,10762,6,1980,Gable,0,626,Y,288,0
145000,7175,6,1990,Gable,0,1332,Y,542,0
184000,9109,7,1994,Gable,0,754,Y,495,0
162000,10274,6,1986,Gable,141,676,Y,465,0
160000,8250,6,1981,Gable,0,0,Y,612,0
82000,8400,4,1950,Gable,0,721,Y,294,0
76000,9000,6,1928,Gable,0,784,N,360,0
110000,9750,5,1962,Hip,0,980,Y,400,0
135000,7064,5,1977,Gable,153,980,Y,484,0
141000,8499,5,1961,Gable,0,864,Y,732,0
122000,9079,5,1961,Gable,0,864,Y,440,0
124100,9316,5,1965,Gable,0,1024,Y,288,0
129000,7791,5,1963,Gable,0,912,Y,300,0
131400,10000,5,1961,Hip,0,864,Y,264,400
62383,8281,5,1965,Gable,0,864,Y,360,0
123000,7150,5,1962,Gable,60,912,Y,252,0
275000,15676,8,1980,Gable,115,2014,Y,864,0
235000,11949,7,1991,Gable,196,975,Y,524,0
280750,2880,7,2004,Gable,0,1376,Y,704,0
164500,3951,6,2009,Gable,76,612,Y,528,0
173733,3000,6,2009,Gable,76,612,Y,528,0
222000,3830,6,2008,Gable,280,1726,Y,561,0
195000,4217,6,2008,Gable,252,1145,Y,641,0
172500,3230,6,1999,Gable,894,729,Y,440,0
180000,2998,6,2000,Gable,513,756,Y,440,0
156000,3768,7,1999,Hip,218,691,Y,506,0
172500,2645,8,1999,Gable,456,970,Y,480,0
318750,14694,8,1977,Gable,450,1694,Y,642,0
211500,3782,8,1981,Gable,0,1226,Y,484,0
241600,15417,7,1981,Gable,0,1740,Y,540,0
180500,9600,8,1976,Gable,200,392,Y,527,0
150000,9991,4,1976,Gable,0,1281,Y,490,0
154000,11700,6,1968,Gable,0,727,Y,441,0
185000,11717,6,1970,Hip,571,1442,Y,615,0
185750,9156,6,1968,Hip,0,1489,Y,462,0
200000,10382,7,1973,Gable,240,1107,Y,484,350
206000,12732,7,1974,Gable,0,752,Y,784,0
162000,12936,6,1972,Gable,0,723,Y,497,0
256900,10400,6,1967,Gable,256,932,Y,515,0
197900,17871,6,1967,Gable,359,1680,Y,480,0
163000,9600,5,1969,Gable,128,1288,Y,502,650
113000,9000,6,1969,Gable,200,1216,Y,336,0
230000,13774,7,1977,Hip,283,908,Y,520,0
167900,9650,6,1977,Gable,360,1350,Y,630,0
213250,10140,7,1998,Hip,0,1650,Y,583,0
227000,8400,8,2001,Gable,0,810,Y,528,0
130000,7130,5,1967,Gable,0,864,Y,312,0
143000,9600,5,1967,Hip,0,1568,Y,440,0
117500,9100,5,1965,Gable,0,925,Y,429,0
168500,9600,7,1974,Gable,252,1165,Y,498,0
172500,16500,6,1971,Hip,509,1232,Y,495,0
161500,9790,6,1967,Gable,0,1372,Y,457,0
141500,7436,4,1960,Gable,0,894,Y,396,0
118000,8125,5,1959,Hip,0,864,Y,308,0
127500,9100,6,1959,Hip,0,864,Y,300,450
140000,9450,4,1957,Gable,160,1040,Y,768,0
177625,13495,5,1956,Gable,70,1048,Y,576,0
110000,11475,5,1958,Gable,95,1584,Y,888,0
167000,10004,6,1964,Gable,180,1516,Y,472,0
153000,9350,5,1961,Gable,217,1313,Y,610,0
145100,10500,5,1964,Gable,144,1292,Y,520,0
154000,11000,5,1966,Gable,200,1154,Y,480,0
177500,8970,5,1965,Gable,0,744,Y,549,0
158000,12095,6,1964,Gable,115,1127,Y,645,0
124500,9600,5,1959,Gable,132,1041,Y,270,0
174500,11475,6,1961,Hip,90,1208,Y,368,0
122000,9768,5,1955,Gable,0,960,Y,330,0
82500,5330,4,1940,Hip,0,420,Y,0,0
110000,7015,5,1950,Gable,161,709,Y,352,0
149500,12160,6,1953,Hip,90,1505,Y,505,0
175000,9900,6,1967,Gable,0,1680,Y,550,0
167000,9600,6,1953,Hip,238,1416,Y,418,0
128900,9600,5,1956,Hip,0,1050,Y,338,0
140000,9600,6,1950,Gable,0,856,Y,271,0
147000,9600,5,1950,Gable,0,1113,Y,264,0
124000,8944,5,1967,Gable,0,1584,Y,792,0
187500,10573,6,1961,Hip,3,1453,Y,530,0
159000,9500,6,1963,Gable,247,1394,Y,514,0
256000,14695,6,1966,Gable,210,1562,Y,542,0
205000,13600,7,1965,Gable,176,768,Y,486,0
193500,13000,6,1968,Gable,576,896,Y,509,0
110000,13560,6,1968,Hip,216,1392,Y,576,0
104900,12513,4,1920,Gable,0,715,Y,368,0
150000,8760,5,1956,Gable,164,1169,Y,286,0
156500,8400,6,1957,Hip,0,1478,Y,442,0
176000,12285,7,1960,Gable,128,1329,Y,441,0
149500,9240,6,1959,Hip,0,988,Y,297,0
139000,9600,6,1958,Hip,183,1240,Y,338,0
155000,12400,6,1958,Hip,176,1215,Y,297,0
120000,8750,5,1956,Gable,0,1202,Y,304,0
153000,8750,5,1955,Gable,0,1382,Y,350,0
144000,10400,4,1956,Gable,0,1200,Y,294,0
176000,19296,6,1962,Gable,399,1362,Y,884,0
153000,8532,5,1954,Hip,650,1297,Y,498,0
135000,9482,5,1958,Hip,657,1866,Y,495,0
131000,8128,6,1954,Hip,80,1062,Y,297,0
123000,10634,5,1953,Gable,0,608,Y,270,0
126000,13070,5,1951,Hip,0,631,Y,480,0
115000,10434,4,1955,Gable,0,1005,Y,672,0
164900,14559,5,1951,Hip,70,1008,Y,288,2000
113000,8480,5,1945,Gable,0,793,Y,240,0
145500,7626,5,1952,Hip,0,1031,Y,230,0
102900,9533,5,1953,Hip,140,0,Y,616,0
95000,10615,3,1900,Gable,0,978,Y,420,0
152500,11419,7,1948,Gable,0,699,Y,410,0
129900,9600,5,1950,Gable,0,1200,Y,246,0
132000,8000,6,1948,Gable,0,972,Y,240,0
99900,5470,3,1958,Gable,0,792,Y,366,0
135000,10410,5,1916,Gable,0,660,Y,180,0
149000,10800,5,1939,Gable,0,676,Y,720,0
114000,8146,4,1900,Gable,0,405,Y,281,0
109500,9022,5,1924,Gable,0,768,Y,240,0
125000,10230,5,1925,Gable,0,1054,Y,264,0
142900,10410,4,1915,Gable,0,1313,Y,528,0
156500,7200,7,1910,Gable,0,560,Y,624,0
59000,5400,2,1940,Gable,0,416,N,0,0
105000,5400,4,1920,Gable,0,840,Y,338,0
106000,10800,5,1920,Gable,0,720,N,576,0
78500,10800,3,1890,Gable,0,630,Y,320,0
190000,9671,6,1969,Gable,480,1248,Y,907,0
154000,10143,6,1963,Gable,295,1380,Y,364,0
163000,11500,6,1967,Gable,0,1040,Y,480,0
200000,11643,5,1969,Gable,368,1248,Y,968,0
143500,8010,6,1958,Hip,0,951,Y,480,450
135000,10454,6,1957,Hip,143,1105,Y,308,0
153000,8712,5,1957,Hip,0,992,Y,756,0
157500,17600,6,1960,Gable,30,1478,Y,498,0
113500,9000,6,1958,Flat,82,160,Y,384,0
133000,12144,5,1949,Gable,0,832,Y,288,0
92900,8544,3,1950,Gable,0,0,N,400,0
128500,8064,6,1950,Gable,0,795,N,900,0
90000,7200,4,1949,Gable,0,0,N,420,0
138000,7200,5,1950,Gable,0,1208,Y,240,0
128000,7350,5,1958,Hip,0,1041,Y,294,0
139000,7560,5,1958,Hip,0,1029,Y,294,0
118900,7200,5,1952,Gable,0,732,Y,240,0
138000,8000,5,1959,Gable,0,528,Y,288,0
132500,7931,5,1959,Hip,0,1148,Y,672,0
133500,10800,4,1949,Gable,0,832,Y,384,0
135000,8064,6,1948,Gable,0,864,Y,576,0
144750,7570,6,1964,Gable,420,780,Y,483,0
145000,8604,5,1978,Gable,124,941,Y,564,0
127000,7936,6,1963,Hip,0,1045,Y,264,0
109500,6600,5,1962,Hip,0,894,N,308,0
115000,3950,6,1926,Gable,0,818,Y,210,0
110000,10440,5,1910,Gable,0,440,Y,440,0
128900,4080,6,1935,Gable,0,901,Y,162,0
103500,10307,6,1910,Gable,0,972,N,324,0
66500,5720,5,1941,Gable,0,676,Y,200,0
130000,15660,5,1910,Gable,0,240,Y,472,0
129000,9900,5,1910,Gable,0,504,Y,0,0
150000,6406,5,1939,Gable,0,690,Y,400,0
107500,6600,5,1892,Gable,0,994,N,432,0
94550,7627,4,1920,Gable,0,600,N,0,0
124500,7596,5,1952,Hip,360,960,Y,400,0
135000,3378,7,1946,Gable,0,651,Y,240,0
103000,10134,5,1910,Gable,0,801,N,0,0
93000,6000,4,1953,Gable,0,936,N,576,0
129500,6000,5,1950,Gable,0,768,Y,308,0
93000,6000,5,1954,Gable,0,811,Y,256,0
80000,7404,4,1920,Gable,0,861,Y,288,0
45000,5925,2,1940,Gable,0,0,N,308,0
37900,5925,3,1910,Gable,0,600,N,0,0
91300,5784,5,1938,Gable,0,190,Y,273,0
99500,8520,5,1923,Gable,0,624,Y,287,0
113000,4456,4,1920,Gable,0,736,Y,0,0
87500,9600,4,1910,Gable,0,677,Y,720,0
110000,3500,5,1947,Gable,0,720,Y,240,0
106000,8100,5,1898,Hip,0,849,N,360,0
265979,11700,7,1880,Mansard,0,1240,N,864,0
160000,8400,6,1900,Gable,0,917,Y,357,0
119000,3600,6,1917,Gable,0,624,Y,280,0
168000,17671,8,1882,Gable,0,916,Y,424,0
58500,3300,4,1910,Gable,0,624,Y,0,0
143000,9000,7,1920,Hip,0,650,Y,324,0
85000,7200,5,1910,Hip,0,1022,N,280,0
124900,8820,5,1890,Hip,0,1088,Y,456,0
119000,5400,6,1920,Gable,0,972,Y,207,0
146500,9720,6,1910,Gable,0,741,Y,640,0
34900,7879,4,1920,Gable,0,720,N,0,0
44000,9392,3,1900,Mansard,0,245,N,0,0
223500,21384,5,1923,Gable,0,1324,Y,528,0
149000,6615,6,1923,Gable,0,1022,N,216,0
205000,7264,7,1925,Gable,0,952,N,672,0
137000,4960,5,1930,Gable,0,297,Y,336,0
121000,8854,6,1916,Gable,0,952,N,192,0
128000,6000,4,1936,Gable,0,672,Y,240,0
134900,6000,6,1937,Gable,0,698,Y,624,0
117000,6000,5,1925,Gable,0,884,Y,216,0
132500,6000,6,1939,Gable,0,780,Y,280,0
93000,6000,5,1924,Gable,444,468,Y,320,0
119000,6000,6,1926,Gable,0,884,Y,180,0
100000,6911,5,1924,Gable,0,1145,Y,440,0
141500,6120,5,1936,Gable,0,927,Y,576,0
133000,6120,4,1935,Gable,0,884,Y,240,0
60000,6120,2,1936,Gable,0,264,N,0,0
105000,6120,5,1931,Gable,0,715,Y,180,0
115000,6120,5,1925,Gable,0,960,Y,264,0
150000,6120,5,1938,Gable,0,952,Y,250,0
126500,8635,5,1925,Hip,0,1072,Y,1184,0
214500,11888,6,1916,Gable,0,844,N,441,0
167500,11414,7,1910,Gable,0,728,N,532,0
155000,8094,6,1915,Gable,0,1048,Y,576,0
155000,2500,7,1915,Gable,0,910,Y,164,0
179900,9928,7,1915,Gable,0,672,Y,216,400
104000,5520,6,1912,Gable,0,755,Y,0,0
62500,3000,5,1922,Hip,0,1040,N,0,0
149000,6876,6,1927,Gable,0,720,Y,316,0
103000,6240,4,1925,Gable,0,780,Y,539,0
123000,5775,6,1915,Gable,0,483,Y,379,0
97500,5852,7,1902,Gable,188,1020,N,0,0
135000,5160,6,1927,Gable,0,1204,Y,384,0
70000,5160,4,1923,Hip,0,858,Y,0,0
116000,10320,6,1915,Gable,0,698,Y,308,0
88750,4280,4,1946,Gable,0,560,Y,220,0
179000,10800,5,1987,Gable,0,1200,Y,0,0
179000,10800,5,1987,Gable,0,1200,Y,0,0
159900,10547,5,1978,Gable,0,1152,Y,252,0
61000,10020,1,1922,Gable,0,683,N,0,0
103600,6629,6,1925,Gambrel,0,672,N,300,0
63000,9780,5,1934,Gable,0,585,N,226,0
175000,12886,5,1963,Gable,0,520,Y,480,0
139000,8816,5,1963,Gable,0,1121,Y,480,0
172500,11184,6,1978,Hip,92,918,Y,440,0
113500,11625,5,1967,Hip,172,1052,Y,668,0
130000,7800,5,1967,Hip,89,864,Y,288,0
149900,8014,6,1978,Gable,23,456,Y,504,0
134900,7252,5,1982,Hip,0,858,Y,576,0
137000,8740,5,1982,Hip,0,840,Y,528,0
139000,11616,5,1962,Gable,116,1092,Y,288,0
165000,15400,5,1961,Hip,0,552,Y,384,0
148000,15312,6,1960,Hip,54,1138,Y,480,0
165000,15584,5,1956,Hip,366,825,Y,336,0
63900,9000,2,1947,Gable,0,0,N,0,0
161500,11250,4,1957,Gable,0,1104,Y,304,0
143000,25095,5,1968,Flat,0,1437,Y,452,0
135000,17140,4,1956,Gable,0,1134,Y,284,0
82500,12342,4,1940,Gable,0,861,Y,539,0
190000,10708,5,1955,Hip,0,1617,Y,303,0
139600,13680,3,1955,Hip,0,0,Y,452,0
122000,15635,4,1954,Gable,0,0,Y,498,0
127500,9855,6,1956,Hip,0,1436,Y,480,0
121500,9571,5,1956,Hip,0,1073,Y,340,0
60000,9571,5,1958,Gable,0,1276,Y,350,0
154400,9350,6,1946,Hip,0,747,Y,240,0
113000,9340,4,1941,Hip,0,672,Y,234,0
125000,7440,5,1954,Gable,0,1089,Y,252,0
84000,11500,4,1957,Gable,0,0,N,290,0
139500,4235,5,1984,Gable,149,1049,Y,266,0
131000,11409,5,1949,Gable,0,768,Y,281,0
105000,9060,6,1939,Gable,0,560,Y,280,0
108000,9084,4,1940,Gable,0,755,Y,296,0
162000,10778,7,1990,Gable,0,1054,Y,462,0
156500,19255,6,1983,Gable,100,520,Y,576,600
316600,12327,8,1983,Gable,0,1496,Y,612,0
271900,14684,7,1990,Hip,234,2158,Y,701,0
213000,9317,7,1993,Gable,137,740,Y,425,0
239900,10560,7,1993,Gable,0,1079,Y,473,0
239500,9828,8,1995,Gable,0,1128,Y,466,0
131000,26400,5,1880,Gable,0,0,Y,576,0
118964,7018,5,1979,Gable,0,0,Y,410,0
153337,7018,5,1979,Gable,275,1086,Y,528,0
147983,7018,5,1979,Gable,0,0,Y,720,0
118858,7018,5,1979,Gable,0,0,Y,400,0
118858,7018,5,1979,Gable,0,0,Y,400,0
142953,7018,5,1979,Gable,0,0,Y,528,0
148325,7040,5,1979,Gable,216,1094,Y,672,0
113722,7007,5,1979,Gable,0,0,Y,400,0
269500,11855,7,2000,Hip,23,1168,Y,820,0
269500,7939,7,2000,Hip,23,1168,Y,820,0
269500,7976,7,2000,Hip,23,1168,Y,820,0
323262,10933,9,2009,Hip,242,1555,Y,1138,0
297000,10637,8,2007,Hip,336,1705,Y,826,0
295493,10226,8,2008,Gable,270,1622,Y,860,0
332000,10816,9,2008,Gable,364,1720,Y,846,0
239900,9178,8,2008,Gable,0,1468,Y,904,0
212000,10769,8,2007,Gable,0,866,Y,578,0
272500,11422,8,2007,Hip,352,1838,Y,524,0
239000,11923,9,2007,Gable,0,1800,Y,702,0
220000,8814,7,2006,Gable,180,1604,Y,660,0
200000,6762,7,2007,Gable,0,1282,Y,662,0
221800,10324,8,2008,Gable,140,1254,Y,810,0
194500,7314,7,2007,Gable,82,1232,Y,632,0
237000,11645,8,2005,Gable,76,1498,Y,844,0
173000,11646,6,2005,Gable,0,704,Y,440,0
275000,12800,7,1989,Gable,145,1518,Y,569,0
233500,16698,7,1992,Gable,0,1449,Y,525,0
185000,28698,5,1967,Flat,0,1013,Y,538,0
152000,12464,5,1996,Gable,0,1040,Y,576,0
143000,9757,5,1994,Gable,0,990,Y,440,0
231500,15426,6,1997,Gable,0,928,Y,470,0
212000,10667,7,1996,Gable,0,799,Y,550,0
207000,14753,7,1998,Gable,0,1463,Y,539,0
145000,10859,5,1994,Gable,0,1097,Y,672,0
138000,8072,5,1994,Gable,0,990,Y,480,0
197900,10400,7,1998,Gable,0,866,Y,546,0
204000,10335,7,1999,Gable,183,1490,Y,577,0
192000,9017,7,1999,Gable,0,1431,Y,666,0
200000,8750,6,1998,Gable,120,928,Y,492,0
195000,8935,7,2002,Gable,95,831,Y,493,0
227000,9808,7,2002,Gable,110,1573,Y,544,0
230000,12420,7,2001,Gable,0,944,Y,622,0
187100,16285,7,2001,Gable,0,1413,Y,605,0
203000,10739,7,2002,Gable,68,1431,Y,577,0
201000,11166,7,2001,Gable,180,1492,Y,608,0
124000,8430,5,1978,Gable,136,1040,Y,0,0
140000,16269,5,1978,Gable,76,907,Y,343,0
134900,6950,5,1979,Gable,40,914,Y,444,0
150500,8800,5,1977,Gable,0,1040,Y,484,0
136500,7000,5,1978,Gable,90,864,Y,336,0
143500,9286,5,1977,Gable,0,1268,Y,252,0
133500,15523,5,1972,Gable,0,864,Y,338,0
123000,7200,5,1972,Hip,0,894,Y,600,0
133900,7200,5,1972,Gable,0,768,Y,396,0
133000,8445,5,1972,Gable,0,768,Y,396,0
250000,11664,7,2002,Hip,0,1569,Y,1231,0
254750,12334,8,2003,Gable,198,1068,Y,570,0
236500,11838,8,2001,Hip,0,1753,Y,522,0
261500,11885,8,2001,Gable,108,1299,Y,531,0
313000,11050,9,2000,Hip,204,1440,Y,736,0
211000,11250,7,2001,Gable,0,944,Y,608,0
220000,15750,8,1999,Gable,260,1462,Y,521,0
203000,11883,7,1996,Hip,196,1504,Y,478,0
279500,12782,8,2002,Hip,164,1822,Y,523,0
210000,8750,7,1997,Gable,209,1417,Y,511,0
219500,9375,7,1997,Gable,573,1057,Y,645,0
191000,8750,7,1996,Gable,0,880,Y,512,0
178000,9100,7,2001,Gable,0,1212,Y,573,0
213000,9750,7,2000,Gable,171,1630,Y,451,0
144000,4435,6,2003,Gable,170,848,Y,420,0
140000,4435,6,2003,Gable,170,848,Y,420,0
293200,10200,8,2007,Gable,180,1578,Y,810,0
190000,9313,7,2004,Gable,0,864,Y,572,0
190000,8487,7,2004,Gable,210,1500,Y,570,0
173500,8633,6,2005,Gable,0,738,Y,540,0
170000,11069,6,2007,Gable,0,608,Y,440,0
108000,8777,4,1949,Gable,0,0,Y,520,0
167000,9937,5,1964,Hip,0,1486,Y,480,0
100000,8877,4,1938,Gable,0,816,Y,288,0
198500,7301,7,2003,Gable,500,0,Y,672,0
159500,7950,6,1977,Hip,140,690,Y,440,0
127000,10682,4,1960,Gable,0,1014,Y,544,0
125000,7200,6,1976,Hip,255,1041,Y,352,0
320000,13286,9,2007,Hip,340,1698,Y,768,0
145500,3675,6,2005,Gable,80,547,Y,525,0
118000,9405,5,1947,Hip,0,698,Y,0,0
85000,6410,4,1959,Gable,0,876,Y,320,0
120000,11767,5,1950,Gable,0,1078,Y,195,900
98000,8405,4,1945,Gable,0,0,N,240,0
99900,4060,5,1922,Gable,0,864,Y,0,0
82000,10206,3,1952,Flat,0,0,N,528,0
119900,10926,5,1959,Hip,74,1678,Y,0,0
103500,11767,5,1956,Hip,259,1150,Y,313,0
112000,8926,4,1956,Gable,0,672,Y,288,0
110000,12354,6,1920,Gable,0,684,Y,528,800
122000,8212,5,1941,Gable,0,720,Y,256,0
117000,10998,5,1941,Gable,0,984,Y,660,0
160000,6300,5,1938,Gable,88,832,Y,250,0
159434,4500,5,1932,Gable,0,793,Y,281,0
60000,8400,2,1920,Gable,0,290,N,246,0
139500,9900,6,1940,Gable,0,778,Y,240,0
197000,15863,7,1920,Gable,0,824,Y,672,0
105000,5707,6,1935,Gable,0,583,Y,180,0
135000,7804,4,1928,Gable,0,1122,Y,576,0
147500,8574,6,1916,Gable,0,816,Y,440,0
137450,6171,6,1925,Gable,0,976,Y,216,0
155000,7200,7,1936,Gable,0,560,Y,576,0
177000,7558,6,1928,Gable,0,896,Y,342,0
145000,6292,7,1928,Gable,0,861,Y,216,0
137000,7155,7,1918,Gambrel,0,600,Y,215,0
234000,10918,7,1926,Gambrel,0,1276,Y,282,0
205000,13680,5,1940,Gable,0,840,Y,440,0
177500,7500,6,1942,Gable,0,771,Y,213,0
160000,9600,5,1940,Gable,0,728,Y,256,0
155000,14680,5,1960,Gable,0,1273,Y,307,0
163500,13360,5,1921,Gable,0,876,Y,432,0
154900,7681,5,1921,Gable,0,731,Y,186,0
205000,8145,7,1940,Gable,0,920,Y,400,0
144800,9100,5,1954,Gable,0,1112,Y,390,0
174500,12000,7,1941,Gable,0,704,Y,234,0
193000,13339,6,1960,Gable,132,1561,Y,463,0
158000,15600,5,1949,Gable,0,1067,N,295,0
158500,14000,6,1950,Gable,0,1092,Y,300,0
224000,17500,6,1954,Gable,420,1310,Y,576,0
115000,1733,6,1980,Gable,0,516,Y,452,0
137000,1488,6,1980,Gable,0,561,Y,462,0
121000,1612,6,1980,Gable,0,561,Y,462,0
124000,1300,6,1980,Gable,0,561,Y,462,0
208000,13607,6,1986,Gable,242,572,Y,501,1500
315000,17597,7,1971,Hip,0,1803,Y,551,0
222000,21695,6,1988,Hip,260,880,Y,540,0
147000,10690,5,1920,Hip,0,672,Y,468,0
123000,8660,5,1900,Gambrel,0,760,N,576,0
78000,6402,5,1920,Gable,0,596,N,189,0
85000,8470,3,1915,Hip,0,1013,N,0,0
75000,10200,4,1925,Gable,0,572,N,200,0
230000,3843,8,2007,Hip,174,1596,Y,482,0
57625,21780,2,1910,Gable,0,0,N,280,0
251000,10125,8,2000,Gable,0,1107,Y,642,0
239686,12822,7,2003,Gable,0,1434,Y,670,0
240000,12118,7,2004,Hip,108,1710,Y,550,0
215000,12209,6,2001,Gable,0,804,Y,560,0
156450,9750,6,1977,Gable,0,902,Y,351,0
173000,9360,6,1977,Gable,0,957,Y,541,0
126000,10125,5,1977,Gable,0,0,Y,539,0
173000,9947,7,1990,Gable,0,1188,Y,497,0
152000,11070,5,1991,Gable,0,1582,Y,672,0
137500,14375,6,1958,Gable,541,819,Y,525,0
375000,215245,7,1965,Hip,0,2136,Y,513,0
315500,12898,9,2007,Hip,70,1620,Y,912,0
224500,13159,7,2009,Gable,0,846,Y,650,0
410000,13438,9,2008,Gable,246,2190,Y,780,0
316500,14463,9,2008,Gable,406,1641,Y,885,0
201000,8925,8,2007,Gable,0,1466,Y,610,0
175000,11457,6,1988,Gable,0,1392,Y,576,0
204000,9839,6,1980,Gable,0,712,Y,440,2500
213500,14419,7,1987,Hip,310,1645,Y,578,0
220000,6853,8,2001,Gable,136,1267,Y,471,0
170000,9157,7,2003,Gable,0,912,Y,486,0
315000,14601,9,2006,Hip,584,1838,Y,765,0
425000,12633,9,2007,Hip,290,1978,Y,920,0
139500,12518,5,1968,Gable,182,1008,Y,384,0
115000,21750,5,1960,Hip,75,0,Y,336,0
162000,4500,6,1998,Hip,320,1204,Y,412,0
165000,4500,6,1999,Hip,425,1224,Y,402,0
91000,1596,4,1973,Gable,0,462,Y,297,0
130000,9858,5,1968,Gable,0,864,Y,288,600
86000,1526,4,1970,Gable,0,630,Y,286,0
160000,13383,5,1969,Hip,176,1188,Y,504,0
80000,1477,4,1970,Gable,0,630,Y,286,0
97000,1533,4,1970,Gable,0,546,Y,0,0
88000,2217,4,1970,Gable,0,546,Y,286,0
131900,7689,5,1972,Gable,0,796,Y,336,0
131250,7706,6,1993,Gable,0,384,Y,429,700
165500,9101,5,1978,Gable,104,1097,Y,602,0
112000,8780,5,1985,Gable,0,833,Y,0,0
149000,7669,5,1992,Gable,0,828,Y,698,0
143000,14115,5,1993,Gable,0,796,Y,480,700
130000,10429,5,1992,Gable,0,624,Y,440,0
196000,9819,6,1977,Gable,0,1567,Y,714,0
173000,10457,5,1969,Gable,178,784,Y,898,0
176500,11029,6,1958,Hip,0,1184,Y,601,0
237500,12925,6,1970,Gable,0,1205,Y,550,0
206900,11075,6,1969,Gable,0,952,Y,576,0
187500,8702,6,1997,Gable,0,926,Y,470,0
165000,8139,6,1995,Gable,119,680,Y,420,0
195500,9535,6,1998,Gable,0,926,Y,472,0
192000,9042,6,1998,Gable,0,943,Y,472,0
173000,15038,6,1996,Gable,0,916,Y,386,0
177900,14137,5,1996,Gable,0,1348,Y,404,0
175000,21872,7,1996,Gable,0,729,Y,406,0
286000,4923,8,2001,Gable,0,1593,Y,682,0
247900,6264,8,1997,Gable,0,1664,Y,528,0
180000,5395,8,1993,Gable,0,1337,Y,462,0
180000,5070,8,1992,Gable,0,1280,Y,506,0
181000,10839,6,1997,Gable,0,926,Y,470,0
183000,11184,6,1998,Gable,0,932,Y,460,0
188000,8000,6,1995,Gable,0,773,Y,431,0
194500,10832,7,1994,Gable,0,712,Y,409,500
185000,14067,6,1991,Gable,194,836,Y,416,0
189000,4671,8,1988,Gable,0,1228,Y,472,0
188500,5950,8,1989,Gable,0,1337,Y,462,0
355000,13543,8,2005,Gable,130,1168,Y,683,0
325000,11198,9,2005,Hip,245,1122,Y,656,0
387000,15401,9,2004,Hip,296,1884,Y,670,0
115000,31220,6,1952,Hip,0,1632,Y,495,750
334000,8118,9,2007,Hip,178,1710,Y,557,0
133000,47280,6,1950,Hip,44,1488,Y,738,0
215000,20544,7,1986,Gable,123,791,Y,542,0
226500,12680,7,1988,Gable,102,1675,Y,528,0
175500,12090,6,1981,Gable,210,1422,Y,576,0
181900,10825,7,1983,Gable,174,1260,Y,598,0
235000,18559,7,1978,Hip,383,2048,Y,550,0
220000,14450,7,1979,Hip,194,1782,Y,551,0
272000,12227,6,1977,Gable,424,1330,Y,619,0
161000,13068,6,1976,Hip,621,1211,Y,461,0
175000,15611,5,1977,Gable,0,1126,Y,540,0
185000,10400,7,1980,Gable,280,738,Y,489,0
146900,9743,5,1969,Gable,0,720,Y,484,0
292500,12511,7,1978,Mansard,168,1420,Y,1314,0
180000,11361,6,1976,Gable,160,1193,Y,478,0
159900,10400,6,1976,Gable,120,1444,Y,473,0
205000,10480,7,1976,Hip,660,803,Y,483,0
157000,10000,5,1973,Gable,0,1176,Y,439,0
306000,14311,8,1996,Gable,402,1236,Y,787,0
133000,9000,5,1974,Gable,0,896,Y,480,0
151000,9750,6,1969,Gable,0,1054,Y,460,0
111900,10295,4,1969,Gable,72,936,Y,288,0
123000,7560,5,1971,Hip,0,864,Y,576,0
111250,12735,4,1972,Hip,0,864,Y,576,0
181000,4060,6,1998,Gable,0,1405,Y,511,0
103400,1680,6,1973,Gable,359,483,Y,264,0
100000,1680,6,1973,Gable,158,483,Y,264,0
100500,1890,6,1972,Gable,422,483,Y,352,0
106000,1869,6,1970,Gable,127,483,Y,280,0
85400,1680,6,1971,Gable,232,483,Y,264,0
89500,1680,6,1971,Gable,604,483,Y,264,0
111750,1680,5,1972,Gable,356,630,Y,264,0
140000,4043,6,1977,Gable,0,1069,Y,440,0
143000,2308,6,1975,Gable,0,855,Y,460,0
148500,2529,7,1977,Gable,0,1055,Y,440,0
110000,9477,5,1966,Gable,65,864,Y,264,0
394617,12444,8,2008,Hip,426,1932,Y,774,0
426000,12474,10,2007,Gable,272,1682,Y,846,0
385000,14803,10,2007,Hip,816,2078,Y,1220,0
446261,14948,9,2008,Hip,268,1452,Y,858,0
317500,12704,8,2007,Hip,302,1582,Y,905,0
